File Path,File Id,Class Name,Class Id,StartLine,EndLine,Cyclometric Density,Decision Density,Essential Density,Branch Count,Condition Count,Cyclometric Complexity,Decision Count,Essential Complexity,LOC,Total Operands,Total Operators,Unique Operands Count,Unique Operators Count,Halstead Difficulty,Halstead Length,Halstead Level,Halstead Programming Effort,Halstead Programming Time,Halstead Volume,Maintenance Severity,Coupling Between Objects,Fan In,Number of Children,Percentage of Pub Data,Response for Class,Weighted Methods,Defected?(false/true) 
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppFuncParam.java,239,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppFuncParam,485,17813,17829,7,0.0,1.0,0,0,2.4285714285714284,0,7,17,7,7,5,2,1.4,14,0.7142857142857143,0.8450980400142568,0.046949891111903154,0.6036414571530406,1.0,0,0,0,100.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppNamespace.java,243,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppNamespace,244,13282,13289,12,0.0,1.0,0,0,0.6666666666666666,0,12,8,1,0,1,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0,12,0,0.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppNamespace.java,243,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppNamespace,488,17834,17841,2,0.0,1.0,0,0,4.0,0,2,8,1,0,1,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppScope.java,246,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppScope,247,13300,13474,68,1.3636363636363635,0.6865671641791045,26,30,2.573529411764706,22,47,175,90,110,36,15,18.75,200,0.05333333333333333,1.7075701760979363,0.09486500978321868,0.09107040939188993,0.6911764705882353,1,10,4,100.0,10,10,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppScope.java,246,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppScope,490,17852,18026,58,1.3636363636363635,0.631578947368421,26,30,3.0172413793103448,22,37,175,90,110,36,15,18.75,200,0.05333333333333333,1.7075701760979363,0.09486500978321868,0.09107040939188993,0.6379310344827587,1,0,0,100.0,10,10,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppSentence.java,259,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppSentence,260,13480,13484,2,0.0,1.0,0,0,2.5,0,2,5,1,1,1,1,0.5,2,2.0,0.3010299956639812,0.016723888647998956,0.6020599913279624,1.0,0,0,0,100.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppSentence.java,259,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppSentence,502,18032,18036,2,0.0,1.0,0,0,2.5,0,2,5,1,1,1,1,0.5,2,2.0,0.3010299956639812,0.016723888647998956,0.6020599913279624,1.0,0,0,0,100.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppStatement.java,261,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppStatement,262,13487,13489,0,0.0,1.0,0,0,Infinity,0,0,3,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppStatement.java,261,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppStatement,503,18039,18041,0,0.0,1.0,0,0,Infinity,0,0,3,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppType.java,263,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppType,264,13496,13514,8,0.0,1.0,0,0,2.375,0,8,19,17,16,9,2,1.8888888888888888,33,0.5294117647058824,1.0413926851582251,0.05785514917545695,0.5513255392014134,1.0,0,0,0,100.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\CppType.java,263,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.CppType,504,18048,18066,8,0.0,1.0,0,0,2.375,0,8,19,17,16,9,2,1.8888888888888888,33,0.5294117647058824,1.0413926851582251,0.05785514917545695,0.5513255392014134,1.0,0,0,0,100.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\DeferredSentence.java,267,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.DeferredSentence,268,13518,13557,11,0.0,1.0,0,0,3.6363636363636362,0,11,40,16,20,7,2,2.2857142857142856,36,0.4375,0.9542425094393248,0.05301347274662915,0.4174810978797046,1.0,2,0,0,0.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\DeferredSentence.java,267,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.DeferredSentence,507,18070,18109,11,0.0,1.0,0,0,3.6363636363636362,0,11,40,16,20,7,2,2.2857142857142856,36,0.4375,0.9542425094393248,0.05301347274662915,0.4174810978797046,1.0,2,0,0,0.0,0,0,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\MemberVariable.java,273,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.MemberVariable,274,13577,13655,35,0.0,1.0,0,0,2.257142857142857,0,35,79,36,34,10,3,5.3999999999999995,70,0.1851851851851852,1.1139433523068367,0.06188574179482426,0.20628580598274757,1.0,0,2,0,0.0,11,11,false
F:\Ohjelmointi\Prest\cppParserProj\src\cppStructures\MemberVariable.java,273,.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.ParsedObjectManager.FunctionCall.FunctionFinder.LLOCCounter.VarFinder.CppFunc.MemberVariable,511,18129,18207,33,0.0,1.0,0,0,2.393939393939394,0,33,79,36,34,10,3,5.3999999999999995,70,0.1851851851851852,1.1139433523068367,0.06188574179482426,0.20628580598274757,1.0,0,0,0,0.0,11,11,false
